blockLot,fullAddress,City,State,neighborhood,councilDistrict,policeDistrict,Latitude,Longitude
0271 107,2223 Mchenry St,Baltimore,MD,Carrollton Ridge,9,Southwestern,39.2838585418,-76.6520658012
0013A012,1610 Mckean Ave,Baltimore,MD,Sandtown - Winchester,7,Western,39.3071604639,-76.647430753
1380 046,1023 E Lombard St,Baltimore,MD,Jonestown,12,Southeastern,39.289288661,-76.6015355095
2178 086,334 Tyrone St,Baltimore,MD,Shipley Hill,9,Southwestern,39.2817579138,-76.6590543219
0699 024,1934 Wilkens Ave,Baltimore,MD,Carrollton Ridge,9,Southern,39.2819701179,-76.6477920138
0243 037,1840 W Pratt St,Baltimore,MD,Carrollton Ridge,9,Southern,39.2853680777,-76.6463785704
0195 005,1609 W Fayette St,Baltimore,MD,Franklin Square,9,Western,39.2893815713,-76.6428615454
0118 097,510 N Brice St,Baltimore,MD,Midtown - Edmondson,9,Western,39.2942247888,-76.6498989072
3822 004,2307 N Calvert St,Baltimore,MD,Barclay,12,Northern,39.3156294436,-76.6138217057
3197 035,3520 Virginia Ave,Baltimore,MD,Lucille Park,6,Northwestern,39.3398061641,-76.6732596458
2176 050,113 S Franklintown Road,Baltimore,MD,Shipley Hill,9,Southwestern,39.2849535579,-76.6577745706
0243 059,114 S Fulton Ave,Baltimore,MD,Carrollton Ridge,9,Southern,39.2857715464,-76.6453183158
2451 019,1507 N Ellamont St,Baltimore,MD,Rosemont,9,Southwestern,39.3046438314,-76.6703980001
6459 011,930 S Bouldin St,Baltimore,MD,Canton,1,Southeastern,39.2816951453,-76.5706568178
0126 013,526 N Carrollton Ave,Baltimore,MD,Harlem Park,9,Western,39.2949637064,-76.6373910442
0098 020,712 N Gilmor St,Baltimore,MD,Harlem Park,9,Western,39.2969317529,-76.6431291379
1659 075,529 N Streeper St,Baltimore,MD,Mcelderry Park,13,Southeastern,39.2977277737,-76.5770750994
0145 054,2133 W Mulberry St,Baltimore,MD,Penrose / Fayette Street Outreach,9,Western,39.2925810149,-76.6515798527
0232 040,1308 W Lombard St,Baltimore,MD,Union Square,9,Southern,39.286760299,-76.6384170877
2174A019,2416 Frederick Ave,Baltimore,MD,Shipley Hill,9,Southwestern,39.2841425229,-76.6551596375
3403 003,1554 Clifton Ave,Baltimore,MD,Penn North,7,Western,39.3132096364,-76.644729456
3211 044,2017 Clifton Ave,Baltimore,MD,Mondawmin,7,Western,39.3116564262,-76.6507800534
0107 010,618 N Monroe St,Baltimore,MD,Midtown - Edmondson,9,Western,39.2958801577,-76.6476194396
0697 016,2128 Wilkens Ave,Baltimore,MD,Carrollton Ridge,9,Southwestern,39.2811760121,-76.6500576308
0072 079,906 Mckean Ave,Baltimore,MD,Sandtown - Winchester,9,Western,39.2992248401,-76.6469661912
0811 048,1153 W Hamburg St,Baltimore,MD,Washington Village / Pigtown,10,Southern,39.2796000306,-76.630390023
0621 009,103 W Lexington St,Baltimore,MD,Downtown,11,Central,39.2914781951,-76.6174487741
1587 120,934 N Castle St,Baltimore,MD,Middle East,13,Eastern,39.3016028658,-76.5891248388
0059 075,1020 Mckean Ave,Baltimore,MD,Sandtown - Winchester,9,Western,39.300563246,-76.6470457586
1459 027,1734 N Chester St,Baltimore,MD,Broadway East,12,Eastern,39.310407014,-76.5888188841
2175 087,2520 Boyd St,Baltimore,MD,Shipley Hill,9,Southwestern,39.28632463,-76.6570968567
2470 049,2918 W Lafayette Ave,Baltimore,MD,Franklintown Road,9,Southwestern,39.298153802,-76.6667456296
1469 001,2020 E Federal St,Baltimore,MD,Broadway East,12,Eastern,39.3091453844,-76.589595624
0050 015,1128 N Fulton Ave,Baltimore,MD,Sandtown - Winchester,9,Western,39.3015535487,-76.646267038
0336 032,652 Pitcher St,Baltimore,MD,Upton,11,Central,39.3021999251,-76.6355817672
1494 012,1421 N Broadway,Baltimore,MD,Broadway East,12,Eastern,39.3071042899,-76.5944509752
0271 053,347 Furrow St,Baltimore,MD,Carrollton Ridge,9,Southwestern,39.2831832299,-76.651705861
0396 007,1324 Druid Hill Ave,Baltimore,MD,Upton,11,Central,39.302258491,-76.6292542079
1652 013,2126 Jefferson St,Baltimore,MD,Care,13,Eastern,39.2967308125,-76.5866961447
3420 012,2547 Madison Ave,Baltimore,MD,Reservoir Hill,7,Central,39.3148092332,-76.6394796219
4613 023,3007 W Garrison Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3483748975,-76.6714234628
1456 100,1717 N Regester St,Baltimore,MD,Broadway East,12,Eastern,39.3102270187,-76.5938506442
2360 047,2403 W Lanvale St,Baltimore,MD,Evergreen Lawn,9,Western,39.2967541487,-76.6551377641
0279 089,320 S Parrish St,Baltimore,MD,New Southwest / Mount Clare,9,Southern,39.283799842,-76.6415937175
3347D003,2604 Loyola Southway,Baltimore,MD,Greenspring,6,Northern,39.3374422068,-76.6611251834
2481 038E,715 N Longwood St,Baltimore,MD,Franklintown Road,9,Southwestern,39.2958488447,-76.6664984272
2393 069,1104 Ashburton St,Baltimore,MD,Winchester,9,Southwestern,39.3009053551,-76.6620578722
3303 033,3131 Oakford Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3404096004,-76.6662099221
0096 021,740 N Fulton Ave,Baltimore,MD,Harlem Park,9,Western,39.2973748406,-76.6459993566
0175 099,2110 W Fayette St,Baltimore,MD,Penrose / Fayette Street Outreach,9,Western,39.2895407734,-76.6505316949
3935 115,2766 Tivoly Ave,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3229840621,-76.5917947203
0185 206,122 N Carlton St,Baltimore,MD,Poppleton,9,Western,39.2905522642,-76.6362675896
5915 021,3141 Chesterfield Ave,Baltimore,MD,Belair - Edison,13,Northeastern,39.3229885844,-76.5676655608
0213 024,1520 Hollins St,Baltimore,MD,Union Square,9,Southern,39.287705408,-76.6417316225
1125 078,1518 N Spring St,Baltimore,MD,Oliver,12,Eastern,39.3079052636,-76.5991741718
0289 039,429 S Smallwood St,Baltimore,MD,Carrollton Ridge,9,Southwestern,39.2823343231,-76.6508804433
0104 035,936 Harlem Ave,Baltimore,MD,Harlem Park,9,Western,39.2970691231,-76.6345645388
4620 087,3317 Woodland Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3440245821,-76.6723755045
0107 065,1920 Edmondson Ave,Baltimore,MD,Midtown - Edmondson,9,Western,39.2953290234,-76.6480047552
0698 008,414 S Payson St,Baltimore,MD,Carrollton Ridge,9,Southern,39.2824166745,-76.6484676391
0013A021,1628 Mckean Ave,Baltimore,MD,Sandtown - Winchester,7,Western,39.3074889487,-76.6474489373
3400 017,1700 W North Ave,Baltimore,MD,Penn North,7,Western,39.310196145,-76.6451229657
1629 018C,2917 E Madison St,Baltimore,MD,Madison - Eastend,13,Eastern,39.2999592311,-76.5761365145
0315 035,2011 Druid Hill Ave,Baltimore,MD,Druid Heights,11,Central,39.3079077219,-76.6354835938
0109 017,1707 Harlem Ave,Baltimore,MD,Harlem Park,9,Western,39.2962703541,-76.6445268495
1670 056,402 N Patterson Park Ave,Baltimore,MD,Care,13,Eastern,39.2956500497,-76.585201753
0207 030,1945 W Baltimore St,Baltimore,MD,Boyd - Booth,9,Southwestern,39.287868278,-76.6485069453
3003 070,3015 Herbert St,Baltimore,MD,Walbrook,7,Southwestern,39.309522145,-76.6684466876
0108 023,644 N Fulton Ave,Baltimore,MD,Harlem Park,9,Western,39.2962056136,-76.6459305131
0308 045,2122 Druid Hill Ave,Baltimore,MD,Druid Heights,7,Central,39.3085659387,-76.6370604053
4608 012,3522 Lucille Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.342833773,-76.6744114523
1107 020A,1409 E Lafayette Ave,Baltimore,MD,Oliver,12,Eastern,39.3102909809,-76.5993872295
3196 009,4618 Reisterstown Road,Baltimore,MD,Lucille Park,6,Northwestern,39.3402755409,-76.6721247254
0128 065,522 N Schroeder St,Baltimore,MD,Harlem Park,9,Western,39.2951478807,-76.6343701677
2386 024,2845 Prospect St,Baltimore,MD,Mosher,9,Western,39.298493562,-76.6641631501
1572 033,1024 N Milton Ave,Baltimore,MD,Biddle Street,13,Eastern,39.3030009029,-76.5828029359
2319 045,1619 N Warwick Ave,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3069859296,-76.6567773753
0077 028,907 N Calhoun St,Baltimore,MD,Sandtown - Winchester,9,Western,39.2994016098,-76.639887393
0027 051,1431 N Fulton Ave,Baltimore,MD,Sandtown - Winchester,7,Western,39.3048667707,-76.6458308407
1126 026,1509 E Federal St,Baltimore,MD,Oliver,12,Eastern,39.3082376254,-76.5974548132
1548 022,1113 Mcdonogh St,Baltimore,MD,Middle East,12,Eastern,39.3037754464,-76.5933647485
2451 027,1523 N Ellamont St,Baltimore,MD,Rosemont,9,Southwestern,39.3049885016,-76.6704202972
1478 074,1521 N Durham St,Baltimore,MD,Broadway East,12,Eastern,39.3082266342,-76.5919944981
3210 084,1942 Ridgehill Ave,Baltimore,MD,Mondawmin,7,Western,39.3114940802,-76.6493614966
3644 043,2710 Huntingdon Ave,Baltimore,MD,Remington,12,Northern,39.3199085782,-76.6224884992
0277 008,314 S Gilmor St,Baltimore,MD,New Southwest / Mount Clare,9,Southern,39.2840453938,-76.6423665296
0013A054,1651 N Monroe St,Baltimore,MD,Sandtown - Winchester,7,Western,39.3076803328,-76.6477772327
1478 085,1512 N Durham St,Baltimore,MD,Broadway East,12,Eastern,39.308087728,-76.5922956263
2300 037,2102 Westwood Ave,Baltimore,MD,Easterwood,7,Western,39.3088585088,-76.6517613793
0228 028,51 S Fulton Ave,Baltimore,MD,Union Square,9,Southern,39.2864700888,-76.6448175868
0110 051,1610 Edmondson Ave,Baltimore,MD,Harlem Park,9,Western,39.2955606845,-76.6435357164
1463 080,1710 N Bradford St,Baltimore,MD,Broadway East,13,Eastern,39.3102418395,-76.5852677739
4008 003,1905 Sherwood Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3122911456,-76.6007289908
0066 003,1106 Mosher St,Baltimore,MD,Sandtown - Winchester,9,Western,39.3004627678,-76.6362542694
1486 045,2500 E Oliver St,Baltimore,MD,Berea,13,Eastern,39.3081409466,-76.5824470719
0178 029,105 N Monroe St,Baltimore,MD,Franklin Square,9,Western,39.2898745088,-76.6467786433
1694 024,2811 Orleans St,Baltimore,MD,Mcelderry Park,13,Southeastern,39.2956396305,-76.5770283451
0098 026,724 N Gilmor St,Baltimore,MD,Harlem Park,9,Western,39.2971820183,-76.6431430515
1606 055,2230 E Madison St,Baltimore,MD,Middle East,13,Eastern,39.2999550586,-76.5857194056
4550 014,3526 W Belvedere Ave,Baltimore,MD,Arlington,5,Northwestern,39.3469972311,-76.6796639009
4021C039,723 Bartlett Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3157196385,-76.606060814
2275A122,148 N Culver St,Baltimore,MD,Allendale,8,Southwestern,39.2888129303,-76.6746091333
0119 038,1953 Edmondson Ave,Baltimore,MD,Midtown - Edmondson,9,Western,39.2948696734,-76.6487843792
0119 038,1953 Edmondson Ave,Baltimore,MD,Midtown - Edmondson,9,Western,39.2948696734,-76.6487843792
0098 032,1601 W Lanvale St,Baltimore,MD,Harlem Park,9,Western,39.2975191737,-76.6430117931
1657 090,501 N Glover St,Baltimore,MD,Mcelderry Park,13,Southeastern,39.2971329835,-76.5798745291
0855 033,1122 W Cross St,Baltimore,MD,Washington Village / Pigtown,10,Southern,39.2817959142,-76.6307210609
5165 012,700 Beaumont Ave,Baltimore,MD,Winston - Govans,4,Northern,39.3516637526,-76.6063334
3406 049,1613 Retreat St,Baltimore,MD,Penn North,7,Western,39.3116505013,-76.6431216155
6311 040,3810 Bank St,Baltimore,MD,Highlandtown,2,Southeastern,39.2878917672,-76.5649757345
5988 039,5207 Anthony Ave,Baltimore,MD,Frankford,2,Northeastern,39.3341611623,-76.5494785692
1504 017,2413 E Oliver St,Baltimore,MD,Broadway East,13,Eastern,39.3077162421,-76.5838276643
0118 023,545 N Pulaski St,Baltimore,MD,Midtown - Edmondson,9,Western,39.2946716909,-76.6501917157
0059 066,1005 Mckean Ave,Baltimore,MD,Sandtown - Winchester,9,Western,39.300284462,-76.646582478
0275 088,1811 Mchenry St,Baltimore,MD,Carrollton Ridge,9,Southern,39.2841118937,-76.6455211062
1746 064,120 S Chapel St,Baltimore,MD,Upper Fells Point,13,Southeastern,39.2899119826,-76.5898330812
1101 035,1527 E North Ave,Baltimore,MD,Oliver,12,Eastern,39.3117122339,-76.5974279124
1143 019,806 E Preston St,Baltimore,MD,Johnston Square,12,Eastern,39.3051135419,-76.6062814365
1183 016,807 E Chase St,Baltimore,MD,Johnston Square,12,Eastern,39.3025479985,-76.6061233504
2452 010I,3040 Brighton St,Baltimore,MD,Rosemont,9,Southwestern,39.3053747445,-76.668509159
1521 007,2512 E Preston St,Baltimore,MD,Berea,13,Eastern,39.3060430969,-76.5822948268
0337 050,610 Pitcher St,Baltimore,MD,Upton,11,Central,39.3028878016,-76.6347361357
3965 046,1610 Chilton St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3277425268,-76.5937672375
2426 036,3019 W North Ave,Baltimore,MD,Northwest Community Action,7,Southwestern,39.308730624,-76.6681113889
7483 018,2422 S Paca St,Baltimore,MD,Mount Winans,10,Southern,39.2638549765,-76.6445666661
4583 011,3210 W Garrison Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3473712492,-76.6742294337
4022 002,2103 Homewood Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3135638917,-76.6070258446
2142 023,2648 Saint Benedict St,Baltimore,MD,Millhill,9,Southwestern,39.2791540828,-76.6579845382
0071 095,902 Appleton St,Baltimore,MD,Midtown - Edmondson,9,Western,39.2990944617,-76.6486500877
4552 093,3427 Paton Ave,Baltimore,MD,Arlington,5,Northwestern,39.3484390637,-76.6779964422
7363 028,3314 Tate St,Baltimore,MD,Fairfield Area,10,Southern,39.2372981348,-76.5810369247
4041 006,630 Cokesbury Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3163779615,-76.6075728973
0086 015,1610 W Lanvale St,Baltimore,MD,Harlem Park,9,Western,39.2979171587,-76.6433137317
2382 048,2732 Prospect St,Baltimore,MD,Mosher,9,Western,39.2987928232,-76.6628492476
1587 096,2012 Ashland Ave,Baltimore,MD,Middle East,13,Eastern,39.3008866498,-76.5892799637
0014 042,1627 Mckean Ave,Baltimore,MD,Sandtown - Winchester,7,Western,39.3072458309,-76.6469239956
0106 108,608 N Brice St,Baltimore,MD,Midtown - Edmondson,9,Western,39.2955275954,-76.6499581128
5200 064,4404 Saint Georges Ave,Baltimore,MD,Wilson Park,4,Northern,39.3434092147,-76.6032061901
2379B008,931 Ashburton St,Baltimore,MD,Mosher,9,Western,39.2989551129,-76.6613876571
3403 008,1564 Clifton Ave,Baltimore,MD,Penn North,7,Western,39.3131020461,-76.6448820692
0037 028,1349 N Carey St,Baltimore,MD,Sandtown - Winchester,7,Western,39.304676497,-76.6387541793
0112 021,640 N Carey St,Baltimore,MD,Harlem Park,9,Western,39.2965057035,-76.6388594435
3455 003A,2204 1/2 Mount Royal Terr,Baltimore,MD,Reservoir Hill,7,Central,39.3146922879,-76.6285547426
4572 005B,5105 Linden Heights Ave,Baltimore,MD,Langston Hughes,6,Northwestern,39.3430539178,-76.6818152168
0452 038,847 Harlem Ave,Baltimore,MD,Upton,11,Central,39.2966494211,-76.6323885013
3446 051,756 Reservoir St,Baltimore,MD,Reservoir Hill,7,Central,39.3129770044,-76.6306353881
1662 002,3103 Mcelderry St,Baltimore,MD,Ellwood Park / Monument,13,Southeastern,39.2978923175,-76.5735396423
3936 017,2707 Tivoly Ave,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3224193727,-76.5903181229
1587 087,2032 Ashland Ave,Baltimore,MD,Middle East,13,Eastern,39.3009145961,-76.5886258038
1522 011,1321 N Luzerne Ave,Baltimore,MD,Berea,13,Eastern,39.3065005821,-76.5811097888
3234 025,2310 Whittier Ave,Baltimore,MD,Parkview / Woodbrook,7,Western,39.3167024979,-76.6478596475
2402 074,1817 N Dukeland St,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3085668879,-76.6633977682
0076 020,939 N Stricker St,Baltimore,MD,Sandtown - Winchester,9,Western,39.2999223014,-76.6412924008
4606 017,3332 1/2 Woodland Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3434363295,-76.6732050557
0855 023,847 Carroll St,Baltimore,MD,Washington Village / Pigtown,10,Southern,39.2819261452,-76.6305348297
6166 050,511 N Highland Ave,Baltimore,MD,Ellwood Park / Monument,13,Southeastern,39.2975021656,-76.5694705491
4163B020,1743 Darley Ave,Baltimore,MD,Darley Park,12,Eastern,39.3145670643,-76.5927795323
0238 079,847 Boyd St,Baltimore,MD,Hollins Market,9,Southern,39.2873698983,-76.6295725329
1517 101,2039 Ellsworth St,Baltimore,MD,Broadway East,13,Eastern,39.3059821515,-76.5888154563
0014 006,1610 N Fulton Ave,Baltimore,MD,Sandtown - Winchester,7,Western,39.3069524149,-76.6465830718
3953 014,1609 E 30th St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3251294607,-76.592692
1473 057,1625 N Bradford St,Baltimore,MD,Broadway East,13,Eastern,39.3096656202,-76.5849021081
3804 007,432 E North Ave,Baltimore,MD,Barclay,12,Eastern,39.3116911138,-76.609947655
0174 044,2226 W Fayette St,Baltimore,MD,Penrose / Fayette Street Outreach,9,Western,39.2894860449,-76.6523233453
2484 033D,632 Denison St,Baltimore,MD,Edgewood,8,Southwestern,39.2951900351,-76.6745247873
4175 041,2308 E North Ave,Baltimore,MD,South Clifton Park,12,Eastern,39.3127872614,-76.5856976944
2454 033,1404 N Rosedale St,Baltimore,MD,Rosemont,9,Southwestern,39.3038815987,-76.6692906774
2138 023,461 Brunswick St,Baltimore,MD,Millhill,9,Southwestern,39.2793055934,-76.6590844418
0193 087,1830 W Fairmount Ave,Baltimore,MD,Franklin Square,9,Western,39.2890559023,-76.6463156722
0777 064,1430 Carroll St,Baltimore,MD,Washington Village / Pigtown,10,Southern,39.2783279984,-76.6365234382
3410 019,2529 Francis St,Baltimore,MD,Penn North,7,Western,39.3134254201,-76.6423071238
1463 051,1706 N Montford Ave,Baltimore,MD,Broadway East,13,Eastern,39.3102136904,-76.5846688229
0106 042,2039 Harlem Ave,Baltimore,MD,Midtown - Edmondson,9,Western,39.2960899766,-76.6502202538
1101 086,1834 N Dallas St,Baltimore,MD,Oliver,12,Eastern,39.3114280065,-76.5978639406
1486 028,2515 E Federal St,Baltimore,MD,Berea,13,Eastern,39.3087575224,-76.5819864494
0196 044,1506 W Baltimore St,Baltimore,MD,Franklin Square,9,Western,39.2886057172,-76.6413080743
1125 003,1408 E Oliver St,Baltimore,MD,Oliver,12,Eastern,39.3074915309,-76.5991939101
0114 032,609 N Carrollton Ave,Baltimore,MD,Harlem Park,9,Western,39.2958265806,-76.6367867443
3304 019,2621 W Cold Spring Lane,Baltimore,MD,Central Park Heights,6,Northern,39.3398027294,-76.665440548
1449 117,1835 N Washington St,Baltimore,MD,Broadway East,12,Eastern,39.3118977611,-76.5900947721
0207 055,10 S Monroe St,Baltimore,MD,Boyd - Booth,9,Southwestern,39.2874147873,-76.6471366408
4114A106,2524 Harford Road,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3186503451,-76.5937230269
0280 049,335 S Stricker St,Baltimore,MD,New Southwest / Mount Clare,9,Southern,39.2837364449,-76.6404139605
4629 017,3132 Oakford Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3406871271,-76.6666287057
0061 033,1039 N Mount St,Baltimore,MD,Sandtown - Winchester,9,Western,39.3007248699,-76.6442104713
1157 057,1215 Valley St,Baltimore,MD,Johnston Square,12,Eastern,39.304524348,-76.6047863664
3459 049,2312 Callow Ave,Baltimore,MD,Reservoir Hill,7,Central,39.3140294167,-76.6317209785
1109 052,1728 N Broadway,Baltimore,MD,Oliver,12,Eastern,39.3102626601,-76.5954143104
2351 021,938 N Bentalou St,Baltimore,MD,Bridgeview / Greenlawn,9,Western,39.2994868607,-76.6537737417
3167 023,2827 Hilldale Ave,Baltimore,MD,Park Circle,6,Northwestern,39.3268865131,-76.6606048778
2299A006,306 Lyndhurst St,Baltimore,MD,Allendale,8,Southwestern,39.2910452745,-76.6807115932
1112 035,1616 Holbrook St,Baltimore,MD,Oliver,12,Eastern,39.3085898542,-76.603457017
1592 004,2506 E Eager St,Baltimore,MD,Milton - Montford,13,Eastern,39.3020193145,-76.5822011386
1533 010,2018 E Biddle St,Baltimore,MD,Broadway East,12,Eastern,39.3047017678,-76.5893697588
2387 043,914 Ashburton St,Baltimore,MD,Mosher,9,Western,39.2985432939,-76.6619013297
2213A059,2710 W Franklin St,Baltimore,MD,Rosemont Homeowners / Tenants,9,Western,39.2934219726,-76.6617975868
2178 079,2668 Frederick Ave,Baltimore,MD,Shipley Hill,9,Southwestern,39.2816740905,-76.6589239005
1466 012,1623 N Broadway,Baltimore,MD,Broadway East,12,Eastern,39.3091382441,-76.5945536536
1537 049,2401 E Preston St,Baltimore,MD,Broadway East,13,Eastern,39.3055751718,-76.5839825694
3403 084,1550 Richland St,Baltimore,MD,Penn North,7,Western,39.3134680488,-76.6453046789
1591 107,912 N Port St,Baltimore,MD,Milton - Montford,13,Eastern,39.3014515878,-76.5833491175
1127 043,1532 N Broadway,Baltimore,MD,Oliver,12,Eastern,39.3081661257,-76.595269815
0564 010,409 Park Ave,Baltimore,MD,Downtown,11,Central,39.2943978383,-76.6179481556
0126 029,545 N Carey St,Baltimore,MD,Harlem Park,9,Western,39.2952937698,-76.6382078343
0063 025,1017 N Stricker St,Baltimore,MD,Sandtown - Winchester,9,Western,39.3005127358,-76.641347712
0124 052,503 N Stricker St,Baltimore,MD,Harlem Park,9,Western,39.2942650285,-76.6410456307
0087 014,1526 W Lanvale St,Baltimore,MD,Harlem Park,9,Western,39.2979473793,-76.6424176749
1587 116,926 N Castle St,Baltimore,MD,Middle East,13,Eastern,39.301468416,-76.5891163301
0432 024,1139 Argyle Ave,Baltimore,MD,Upton,11,Central,39.2987390102,-76.6301520621
3815 054,438 E 22nd St,Baltimore,MD,Barclay,12,Eastern,39.3147963877,-76.6100161764
0121 058,1722 W Franklin St,Baltimore,MD,Harlem Park,9,Western,39.2941162037,-76.6447493706
0127 050,526 N Arlington Ave,Baltimore,MD,Harlem Park,9,Western,39.295156931,-76.6359551978
4605A029,4912 Denmore Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3449828565,-76.6731144125
3251 010,2303 Ocala Ave,Baltimore,MD,Liberty Square,7,Northwestern,39.3202829883,-76.6550145289
3041 029,3103 Gwynns Falls Pkwy,Baltimore,MD,Walbrook,7,Southwestern,39.3140991798,-76.6698417394
7477 042,2619 Ridgely St,Baltimore,MD,Mount Winans,10,Southern,39.2613449449,-76.6456748428
5898H032,4137 Eierman Ave,Baltimore,MD,Belair - Parkside,3,Northeastern,39.3293895871,-76.5655452979
1118 105,1624 Lansing Ave,Baltimore,MD,Oliver,12,Eastern,39.3091592294,-76.5957695491
1444 054,1515 Eastern Ave,Baltimore,MD,Fells Point,1,Southeastern,39.2852765256,-76.5960979951
